,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 38,Unnamed: 39,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Unnamed: 27,Unnamed: 28,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Unnamed: 33,Unnamed: 34,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Unnamed: 26,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Unnamed: 32
399,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
400,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
401,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
402,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
403,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
404,281,Emerson Palmieri,ITA,DF,West Ham,29,1994,4,4,360,4.0,0,0,0,0,0,0,3,0,0.0,0.0,0.6,0.6,6,10,10,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.16,0.01,0.16,Matches,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,e0bc6fdc,1,0,0.0,0.25,0.0,0.0,,14.2,0,0.03,0.0,0.0,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,e0bc6fdc,120,157,76.4,1719,838,59,70,84.3,43,56,76.8,6,8,75.0,0.4,-0.6,4,8,4,1,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,e0bc6fdc,8,2.0,7,0,0,1,0,1,0.25,0,0,0,0,1,0,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,12,6,8,3,1,5,71.4,2,4,2,6,18,13,0,208,22,7,208,2,50.0,1,25.0,100,1,7,0,108,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri
405,282,Lucas Paquetá,BRA,MF,West Ham,26,1997,4,4,352,3.9,1,1,2,0,1,1,2,0,1.4,0.6,1.2,1.8,1,26,6,0.26,0.26,0.51,0.0,0.26,0.35,0.31,0.67,0.15,0.47,Matches,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,9b6f7fd5,6,1,16.7,1.53,0.26,0.0,0.0,15.4,0,0.1,-0.4,-0.6,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,9b6f7fd5,130,177,73.4,1950,669,64,75,85.3,49,64,76.6,8,16,50.0,0.8,-0.2,7,16,6,0,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,9b6f7fd5,11,2.81,10,0,1,0,0,4,1.02,4,0,0,0,0,0,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,18,15,13,5,0,7,43.8,9,4,4,6,24,6,0,236,10,10,235,1,16.7,4,66.7,126,1,7,11,143,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta
406,283,Thomas Partey,GHA,DF,Arsenal,30,1993,3,3,235,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,28,4,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,https://fbref.com/en/players/529f49ab/Thomas-Partey,529f49ab,2,1,50.0,0.77,0.38,0.0,0.0,17.0,0,0.04,-0.1,-0.1,https://fbref.com/en/players/529f49ab/Thomas-Partey,529f49ab,212,234,90.6,3500,946,108,115,93.9,84,94,89.4,16,21,76.2,0.2,-0.1,3,27,7,2,https://fbref.com/en/players/529f49ab/Thomas-Partey,529f49ab,10,3.83,10,0,0,0,0,2,0.77,2,0,0,0,0,0,https://fbref.com/en/players/529f49ab/Thomas-Partey,6,5,5,1,0,4,66.7,2,2,1,4,10,2,0,254,4,3,254,6,75.0,1,12.5,167,0,1,3,186,https://fbref.com/en/players/529f49ab/Thomas-Partey
407,284,Nathan Patterson,SCO,DF,Everton,21,2001,4,4,360,4.0,0,1,1,0,0,0,1,0,0.3,0.3,1.0,1.3,9,12,15,0.0,0.25,0.25,0.0,0.25,0.08,0.24,0.32,0.08,0.32,Matches,https://fbref.com/en/players/230f0471/Nathan-Patterson,230f0471,4,0,0.0,1.0,0.0,0.0,,20.9,0,0.08,-0.3,-0.3,https://fbref.com/en/players/230f0471/Nathan-Patterson,230f0471,166,234,70.9,2627,1027,89,102,87.3,59,83,71.1,13,36,36.1,0.6,0.0,4,16,5,2,https://fbref.com/en/players/230f0471/Nathan-Patterson,230f0471,5,1.25,3,1,0,0,0,1,0.25,1,0,0,0,0,0,https://fbref.com/en/players/230f0471/Nathan-Patterson,13,10,9,4,0,7,63.6,4,6,5,3,16,7,0,279,12,5,279,1,20.0,4,80.0,139,1,6,2,159,https://fbref.com/en/players/230f0471/Nathan-Patterson
408,285,Facundo Pellistri,URU,"MF,FW",Manchester Utd,21,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,1,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Matches,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,1,0,0.0,4.5,0.0,0.0,,3.6,0,0.44,-0.4,-0.4,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,7,8,87.5,63,21,7,7,100.0,0,0,,0,0,,0.0,0.0,0,1,0,0,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,1,4.5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,1,1,0,1,0,0,0.0,1,1,1,0,1,2,0,17,1,3,17,0,0.0,1,50.0,10,2,2,0,11,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri
409,286,Andreas Pereira,BRA,MF,Fulham,27,1996,4,3,252,2.8,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,1,4,12,0.36,0.0,0.36,0.36,0.36,0.02,0.04,0.06,0.02,0.06,Matches,https://fbref.com/en/players/6639e500/Andreas-Pereira,6639e500,2,1,50.0,0.71,0.36,0.5,1.0,34.3,0,0.03,0.9,0.9,https://fbref.com/en/players/6639e500/Andreas-Pereira,6639e500,44,80,55.0,791,223,24,31,77.4,12,21,57.1,7,22,31.8,0.0,-0.1,3,2,1,0,https://fbref.com/en/players/6639e500/Andreas-Pereira,6639e500,3,1.08,2,1,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/6639e500/Andreas-Pereira,0,0,0,0,0,0,0.0,6,1,1,0,0,3,0,101,4,4,101,2,66.7,1,33.3,49,1,5,5,61,https://fbref.com/en/players/6639e500/Andreas-Pereira
410,287,Ivan Perišić,CRO,FW,Tottenham,34,1989,4,0,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,11,9,15,0.0,0.0,0.0,0.0,0.0,0.03,0.68,0.71,0.03,0.71,Matches,https://fbref.com/en/players/6fe90922/Ivan-Perisic,6fe90922,1,0,0.0,0.98,0.0,0.0,,13.8,0,0.04,0.0,0.0,https://fbref.com/en/players/6fe90922/Ivan-Perisic,6fe90922,46,62,74.2,705,274,27,34,79.4,13,18,72.2,5,8,62.5,0.6,-0.7,4,4,6,2,https://fbref.com/en/players/6fe90922/Ivan-Perisic,6fe90922,6,5.87,5,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/6fe90922/Ivan-Perisic,2,2,1,0,1,2,50.0,2,1,1,2,4,1,0,76,3,7,76,4,57.1,3,42.9,56,6,2,0,63,https://fbref.com/en/players/6fe90922/Ivan-Perisic
411,288,Kalvin Phillips,ENG,MF,Manchester City,27,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,4f565d77,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,4f565d77,13,13,100.0,239,62,6,6,100.0,5,5,100.0,2,2,100.0,0.0,0.0,0,2,0,0,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,4f565d77,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,1,1,1,0,0,0,,0,0,0,0,1,0,0,14,1,0,14,1,100.0,0,0.0,6,0,1,0,11,https://fbref.com/en/players/4f565d77/Kalvin-Phillips
412,289,Jaden Philogene Bidace,ENG,FW,Aston Villa,21,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace,19f4d211,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace,19f4d211,3,4,75.0,27,5,3,3,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace,19f4d211,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,1,4,0,,0,,2,1,0,0,3,https://fbref.com/en/players/19f4d211/Jaden-Philogene-Bidace
413,290,Jordan Pickford,ENG,GK,Everton,29,1994,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4806ec67/Jordan-Pickford,4806ec67,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/4806ec67/Jordan-Pickford,4806ec67,87,136,64.0,2612,1890,13,13,100.0,40,41,97.6,33,80,41.3,0.0,0.0,1,6,0,0,https://fbref.com/en/players/4806ec67/Jordan-Pickford,4806ec67,2,0.5,1,1,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4806ec67/Jordan-Pickford,0,0,0,0,0,0,,0,0,0,0,0,1,0,148,95,0,148,0,,0,,91,0,0,0,68,https://fbref.com/en/players/4806ec67/Jordan-Pickford
414,291,Ethan Pinnock,JAM,DF,Brentford,30,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.4,0,9,3,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.35,0.14,0.35,Matches,https://fbref.com/en/players/e541326e/Ethan-Pinnock,e541326e,3,0,0.0,0.75,0.0,0.0,,7.0,0,0.18,-0.5,-0.5,https://fbref.com/en/players/e541326e/Ethan-Pinnock,e541326e,194,224,86.6,3670,1383,66,79,83.5,106,114,93.0,18,26,69.2,0.3,-0.8,2,14,1,0,https://fbref.com/en/players/e541326e/Ethan-Pinnock,e541326e,6,1.5,5,0,0,0,0,1,0.25,1,0,0,0,0,0,https://fbref.com/en/players/e541326e/Ethan-Pinnock,6,3,2,4,0,1,20.0,4,7,3,7,13,23,0,270,36,8,270,1,50.0,1,50.0,131,0,0,0,166,https://fbref.com/en/players/e541326e/Ethan-Pinnock
415,292,Nick Pope,ENG,GK,Newcastle Utd,31,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,https://fbref.com/en/players/4b40d9ca/Nick-Pope,4b40d9ca,1,0,0.0,0.25,0.0,0.0,,14.3,0,0.03,0.0,0.0,https://fbref.com/en/players/4b40d9ca/Nick-Pope,4b40d9ca,90,111,81.1,2152,1185,19,19,100.0,50,51,98.0,21,41,51.2,0.0,0.0,0,1,0,0,https://fbref.com/en/players/4b40d9ca/Nick-Pope,4b40d9ca,1,0.25,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4b40d9ca/Nick-Pope,0,0,0,0,0,0,,0,0,0,0,0,5,1,127,105,1,127,0,,0,,68,0,0,0,50,https://fbref.com/en/players/4b40d9ca/Nick-Pope
416,293,Pedro Porro,ESP,DF,Tottenham,23,1999,3,3,267,3.0,0,1,1,0,0,0,0,0,0.4,0.4,1.0,1.4,7,9,6,0.0,0.34,0.34,0.0,0.34,0.13,0.33,0.46,0.13,0.46,Matches,https://fbref.com/en/players/27d0a506/Pedro-Porro,27d0a506,7,0,0.0,2.36,0.0,0.0,,23.6,1,0.05,-0.4,-0.4,https://fbref.com/en/players/27d0a506/Pedro-Porro,27d0a506,138,163,84.7,2194,892,78,82,95.1,46,53,86.8,12,21,57.1,0.3,0.0,3,12,2,1,https://fbref.com/en/players/27d0a506/Pedro-Porro,27d0a506,8,2.7,6,0,0,0,0,2,0.67,2,0,0,0,0,0,https://fbref.com/en/players/27d0a506/Pedro-Porro,6,3,5,1,0,5,50.0,5,6,4,3,9,10,0,209,22,6,209,2,50.0,2,50.0,110,0,3,0,121,https://fbref.com/en/players/27d0a506/Pedro-Porro
417,294,Jarrell Quansah,ENG,DF,Liverpool,20,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/4125cb98/Jarrell-Quansah,4125cb98,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/4125cb98/Jarrell-Quansah,4125cb98,25,29,86.2,391,157,10,11,90.9,13,13,100.0,1,3,33.3,0.0,0.0,0,1,0,0,https://fbref.com/en/players/4125cb98/Jarrell-Quansah,4125cb98,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4125cb98/Jarrell-Quansah,1,0,1,0,0,0,,0,0,0,0,1,1,0,33,3,0,33,1,50.0,1,50.0,28,0,0,0,28,https://fbref.com/en/players/4125cb98/Jarrell-Quansah
418,295,Jesuran Rak Sakyi,ENG,DF,Crystal Palace,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.27,1.09,1.36,0.27,1.36,Matches,https://fbref.com/en/players/45685411/Jesuran-Rak-Sakyi,45685411,1,0,0.0,11.25,0.0,0.0,,18.2,0,0.02,0.0,0.0,https://fbref.com/en/players/45685411/Jesuran-Rak-Sakyi,45685411,3,6,50.0,39,0,2,3,66.7,1,2,50.0,0,1,0.0,0.1,-0.1,1,0,0,0,https://fbref.com/en/players/45685411/Jesuran-Rak-Sakyi,45685411,2,22.5,1,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/45685411/Jesuran-Rak-Sakyi,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,5,8,1,50.0,1,50.0,4,1,0,0,5,https://fbref.com/en/players/45685411/Jesuran-Rak-Sakyi
419,296,Aaron Ramsdale,ENG,GK,Arsenal,25,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,95,117,81.2,2162,1492,32,32,100.0,46,46,100.0,17,38,44.7,0.0,0.0,0,4,0,0,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,466fb2c5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,0,0,0,0,0,0,,0,0,0,0,0,2,0,122,83,0,122,0,,0,,83,0,0,0,67,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale
420,297,Aaron Ramsey,ENG,FW,Burnley,20,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,e1618c22,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,e1618c22,4,5,80.0,48,3,4,4,100.0,0,1,0.0,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,e1618c22,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,0,0,0,0,0,0,,0,0,0,0,0,1,0,6,1,0,6,0,,0,,5,0,0,0,5,https://fbref.com/en/players/e1618c22/Aaron-Ramsey
421,298,Marcus Rashford,ENG,FW,Manchester Utd,25,1997,4,4,351,3.9,1,1,2,1,0,0,1,0,1.4,1.4,0.8,2.2,12,8,31,0.26,0.26,0.51,0.26,0.51,0.36,0.2,0.56,0.36,0.56,Matches,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,a1d5bd30,14,4,28.6,3.59,1.03,0.07,0.25,15.0,0,0.1,-0.4,-0.4,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,a1d5bd30,68,81,84.0,871,214,43,49,87.8,19,23,82.6,2,5,40.0,1.2,0.2,5,3,6,0,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,a1d5bd30,18,4.62,9,0,5,2,0,4,1.03,2,0,1,0,1,0,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford,0,0,0,0,0,0,0.0,1,3,2,0,0,1,0,127,2,22,127,9,50.0,8,44.4,98,11,12,11,108,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford
422,299,Tim Ream,USA,DF,Fulham,35,1987,3,3,243,2.7,1,0,1,1,0,0,2,1,1.0,1.0,0.0,1.0,3,10,1,0.37,0.0,0.37,0.37,0.37,0.35,0.0,0.35,0.35,0.35,Matches,https://fbref.com/en/players/28b40c9c/Tim-Ream,28b40c9c,1,1,100.0,0.37,0.37,1.0,1.0,1.3,0,0.96,0.0,0.0,https://fbref.com/en/players/28b40c9c/Tim-Ream,28b40c9c,154,175,88.0,2993,1114,49,51,96.1,89,101,88.1,16,21,76.2,0.0,0.0,0,12,0,0,https://fbref.com/en/players/28b40c9c/Tim-Ream,28b40c9c,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/28b40c9c/Tim-Ream,1,1,1,0,0,1,50.0,1,1,1,4,5,11,1,196,26,3,196,1,100.0,0,0.0,128,1,1,0,133,https://fbref.com/en/players/28b40c9c/Tim-Ream
423,300,Nathan Redmond,ENG,"MF,DF",Burnley,29,1994,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,Matches,https://fbref.com/en/players/ab651565/Nathan-Redmond,ab651565,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/ab651565/Nathan-Redmond,ab651565,13,20,65.0,244,24,7,8,87.5,4,6,66.7,2,3,66.7,0.3,-0.2,1,0,1,1,https://fbref.com/en/players/ab651565/Nathan-Redmond,ab651565,2,3.27,1,0,0,1,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/ab651565/Nathan-Redmond,2,1,0,0,2,1,50.0,1,0,0,0,2,1,0,25,0,2,25,0,,0,,16,0,0,1,18,https://fbref.com/en/players/ab651565/Nathan-Redmond
424,301,Harrison Reed,ENG,MF,Fulham,28,1995,4,3,267,3.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,5,4,0.0,0.34,0.34,0.0,0.34,0.0,0.14,0.14,0.0,0.14,Matches,https://fbref.com/en/players/803ae100/Harrison-Reed,803ae100,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/803ae100/Harrison-Reed,803ae100,102,119,85.7,1564,286,48,53,90.6,41,46,89.1,7,11,63.6,0.2,0.6,5,5,2,0,https://fbref.com/en/players/803ae100/Harrison-Reed,803ae100,6,2.02,5,1,0,0,0,1,0.34,0,1,0,0,0,0,https://fbref.com/en/players/803ae100/Harrison-Reed,4,3,1,2,1,2,33.3,4,3,1,1,5,2,0,133,5,2,133,0,,0,,66,0,2,1,91,https://fbref.com/en/players/803ae100/Harrison-Reed
425,302,Bobby Reid,JAM,FW,Fulham,30,1993,4,3,271,3.0,1,0,1,1,0,0,1,0,1.7,1.7,0.1,1.8,8,5,14,0.33,0.0,0.33,0.33,0.33,0.57,0.02,0.58,0.57,0.58,Matches,https://fbref.com/en/players/0f7533cd/Bobby-Reid,0f7533cd,7,2,28.6,2.32,0.66,0.14,0.5,14.2,0,0.24,-0.7,-0.7,https://fbref.com/en/players/0f7533cd/Bobby-Reid,0f7533cd,50,70,71.4,719,196,27,33,81.8,17,21,81.0,3,8,37.5,0.0,-0.1,1,3,1,0,https://fbref.com/en/players/0f7533cd/Bobby-Reid,0f7533cd,4,1.33,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/0f7533cd/Bobby-Reid,3,3,2,1,0,1,100.0,0,6,5,0,3,3,0,104,2,10,104,0,0.0,1,50.0,61,3,5,0,70,https://fbref.com/en/players/0f7533cd/Bobby-Reid
426,303,Declan Rice,ENG,MF,Arsenal,24,1999,4,4,359,4.0,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,5,25,5,0.25,0.0,0.25,0.25,0.25,0.12,0.11,0.23,0.12,0.23,Matches,https://fbref.com/en/players/1c7012b8/Declan-Rice,1c7012b8,5,4,80.0,1.25,1.0,0.2,0.25,18.4,0,0.09,0.5,0.5,https://fbref.com/en/players/1c7012b8/Declan-Rice,1c7012b8,271,296,91.6,4591,1148,138,147,93.9,112,117,95.7,19,25,76.0,0.4,-0.4,1,34,3,0,https://fbref.com/en/players/1c7012b8/Declan-Rice,1c7012b8,3,0.75,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/1c7012b8/Declan-Rice,10,8,3,7,0,5,71.4,2,6,4,6,16,4,0,332,11,4,332,0,0.0,3,60.0,228,0,4,1,259,https://fbref.com/en/players/1c7012b8/Declan-Rice
